start	end	text
0	9000	My PhD research is mainly in microfluidics for single-cell analysis.
9000	14000	In the content of biology, I mainly focus on cancer research.
14000	22000	Because we generally believe that in cancer, the heterogeneity between cells is stronger.
22000	31000	For example, when we treat cancer, there will always be some antibody cells that can be used for therapy.
31000	37000	So if we can use single-cell analysis to see the different characteristics of each cell,
37000	42000	and find those antibodies to lock them in for treatment,
42000	47000	we believe that it can improve the efficacy of the treatment.
48000	53000	My research is divided into two parts.
53000	59000	The first part is the phenotypic assay, which I will share with you today.
59000	62000	The second part is also what I'm doing now.
62000	67000	Because I haven't published the paper yet, so I haven't put it up here yet.
67000	71000	But the whole direction is like what Jake just introduced.
71000	75000	As a sample preparation chip,
75000	83000	we can extract circulating tumor cells from the patient's blood.
83000	89000	We get gene expression information from the cancer cells in the blood.
89000	93000	This gene expression information can let us know
93000	99000	what kind of drugs we can use to treat these patients to get better results.
99000	102000	For now, to get this gene expression information,
102000	107000	we usually use the whole flow of chips.
107000	111000	In other words, we need to use a knife.
111000	115000	It's more invasive, and the cost will be higher.
115000	121000	Today, I will share with you the phenotypic assay.
121000	126000	In the technology development, I mainly focus on scaling and automation
126000	130000	in the high-throughput single-cell device sphere assays.
130000	136000	First, I will tell you why we want to do this tumor sphere assay.
136000	140000	In fact, the purpose is to study these tumor-initiating cells.
140000	143000	In this process, I will share with you
143000	149000	why we need to scale up this assay and automate this assay.
149000	154000	Next, I will tell you how I enable this thing.
154000	160000	Then, I will use some experiments to show you the functions of my chip.
160000	164000	Finally, I will conclude my presentation today.
165000	166000	OK.
166000	171000	So, our motivation is to study these so-called cancer stem-like cells.
171000	174000	Our recent research shows that
174000	179000	there is a relatively small number of tumor-initiating cells.
179000	181000	They are called cancer stem cells.
181000	186000	Some people think the term cancer stem cells is too strong.
186000	189000	They prefer to call them cancer stem-like cells.
189000	192000	In fact, it is a biological mutation.
192000	195000	They are a group of antibodies
195000	199000	with some stem cell-specific cancer cells.
199000	202000	This tissue group has some characteristics.
202000	206000	The first one is that it has a relatively strong chemoresistance.
206000	208000	It will cause tumor relapse.
208000	212000	In this picture, you can see that this is a primitive tumor.
212000	215000	The yellow one is CSC, cancer stem cell.
215000	218000	The blue ones are normal cancer cells.
218000	222000	If we use traditional cancer treatment,
222000	225000	these ordinary cells can be removed.
225000	231000	So, we can see that the tumor size is reduced in clinical trials.
231000	234000	But what we can't see is this cancer stem cell.
234000	237000	It has a way to stay quiescent
237000	240000	and not be affected by the drug.
240000	242000	After we stop giving drugs,
242000	245000	the tumor relapse occurs.
245000	248000	So, in the research scope of CSC,
248000	252000	we hope to find cancer stem cell-specific therapy.
252000	257000	So, I eliminated it for this CSC.
257000	260000	The rest of these normal CSC,
260000	263000	sorry, these normal cancer cells,
263000	266000	they don't have the ability to self-renew.
266000	268000	So, they proliferate.
268000	273000	In the end, the tumor relapse occurs.
273000	276000	So, this is the first reason why we want to study CSC.
276000	280000	The second reason is that we generally believe that
280000	282000	CSC has a strong migration ability.
282000	287000	In other words, it is easier to metastasize to the secondary tumor.
287000	293000	We know that cancer transfer is the biggest challenge in cancer therapy
293000	295000	and the biggest cause of death.
295000	297000	So, if we can study CSC more,
297000	302000	it will be very helpful in therapy, tracking, and research.
302000	312000	The most traditional way to study CSC is to use surface membrane protein
312000	316000	or intracellular enzymatic markers.
316000	320000	For gene expression or protein expression,
320000	326000	we use different methods, such as full cytometry,
326000	329000	to separate these different types of cells.
329000	332000	Then, we can study these CSC groups.
332000	335000	But the challenge is that
335000	338000	many of our new markers have not been discovered.
338000	344000	So, we hope to use other methods to study these CSC populations.
344000	352000	As a substitute, cell behavior is a common choice.
352000	360000	We observe that CSC can survive in a suspension culture environment
360000	364000	and grow into a single-cell-derived tumor sphere.
364000	367000	In other words, if it is a normal cancer cell,
367000	373000	it cannot be adhered to the substrate environment.
373000	377000	It will produce apoptosis.
377000	381000	But CSC is different.
381000	384000	It can not only survive in a suspension environment,
384000	387000	but also grow into a new tumor sphere.
